stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station
890575,,Veales Rd,,-19.240229,146.653488,,,0,
890576,,St Anthony's,,-19.244421,146.653015,,,0,
890577,,Joanne St,,-19.245859,146.652237,,,0,
890578,,Darling St,,-19.24655,146.648758,,,0,
890579,,Macquarie St,,-19.249094,146.646439,,,0,
890580,,Jensen Rd 890580,,-19.25099,146.651047,,,0,
890581,,Jensen Rd 890581,,-19.251324,146.655472,,,0,
890582,,Geaney La,,-19.248051,146.661652,,,0,
890583,,Edinburgh Dr,,-19.248648,146.670593,,,0,
890584,,Meranti St,,-19.248873,146.672913,,,0,
890585,,Deeragun,,-19.246193,146.675812,,,0,
890586,,Woodland Ct,,-19.249289,146.677216,,,0,
890587,,Hank St,,-19.249523,146.679657,,,0,
890588,,Coconut Glen Van Village,,-19.261871,146.713547,,,0,
890589,,Coral Coast Tourist Park,,-19.262388,146.747314,,,0,
890590,,Sonia St,,-19.359446,146.732117,,,0,
890591,,Santal Dr,,-19.354588,146.732239,,,0,
890592,,Loam Island,,-19.351515,146.731323,,,0,
890593,,Illuta St,,-19.348961,146.729919,,,0,
890594,,Dollview Ave,,-19.346001,146.72879,,,0,
890595,,Pinnacle Dr,,-19.340435,146.725418,,,0,
890596,,Mallee St,,-19.340187,146.722672,,,0,
890597,,Pelican Ave,,-19.339363,146.719147,,,0,
890598,,Thuringowa State High School,,-19.336521,146.719193,,,0,
890599,,Jabiru Park,,-19.334005,146.721222,,,0,
890600,,Falcon Cr,,-19.334084,146.723129,,,0,
890601,,Gouldian / Lorikeet,,-19.33205,146.724716,,,0,
890602,,Gregory St (Condon),,-19.322271,146.727844,,,0,
890603,,Sunland Plaza,,-19.319941,146.726608,,,0,
890604,,Kirwan State High School,,-19.309135,146.734634,,,0,
890605,,Malbon Rd,,-19.307274,146.738388,,,0,
890606,,Silky Oak St,,-19.31011,146.740402,,,0,
890607,,Ferntree St,,-19.311966,146.740204,,,0,
890610,,Forest Ave,,-19.313072,146.742783,,,0,
890611,,Louise St,,-19.310755,146.746979,,,0,
890612,,Valencia St,,-19.309406,146.748566,,,0,
890613,,Alice St,,-19.306345,146.751236,,,0,
890614,,Killara St,,-19.303131,146.753174,,,0,
890615,,Fitzroy St,,-19.300474,146.755219,,,0,
890616,,Ignatius Park College,,-19.299219,146.757111,,,0,
890618,,Anne St,,-19.296644,146.76828,,,0,
890619,,Charlotte St,,-19.296221,146.770111,,,0,
890620,,Aitkenvale Library,,-19.296124,146.772461,,,0,
890621,,Rogers St,,-19.29636,146.775925,,,0,
890622,,Cathedral School,,-19.295795,146.777908,,,0,
890623,,Ross River Rd / Gulliver St,,-19.295111,146.781738,,,0,
890624,,Mango Ave,,-19.294891,146.785263,,,0,
890625,,Mundingburra State School,,-19.294989,146.788651,,,0,
890626,,Mabin St,,-19.293703,146.791885,,,0,
890627,,Rising Sun,,-19.291658,146.795013,,,0,
890628,,Jameson St,,-19.289494,146.796371,,,0,
890629,,Townsend St,,-19.285902,146.797012,,,0,
890630,,Soule St,,-19.283478,146.797623,,,0,
890631,,Bayswater Tce,,-19.281008,146.79863,,,0,
890632,,Hermit Park,,-19.278427,146.799698,,,0,
890634,,Townsville City,,-19.260256,146.814224,,,0,
890635,,Western Campus,,-19.325462,146.752075,,,0,
890636,,Kirwan (Golf Links Dr),,-19.318159,146.709427,,,0,
890637,,Golf Links / Sandstone,,-19.305267,146.717682,,,0,
890638,,Gardenia Ave,,-19.307743,146.713806,,,0,
890639,,Mt Louisa,,-19.270245,146.729767,,,0,
890640,,Bayswater / Mooney,,-19.274673,146.772995,,,0,
890641,,Fairfield Waters Dr/ Lakeland Bvd,,-19.303593,146.812271,,,0,
890642,,Fairfield Waters Dr/ Lakeland Bvd,,-19.303839,146.812073,,,0,
890643,,Oonoonba Rd,,-19.302885,146.813934,,,0,
890644,,Mount View Park,,-19.293573,146.741531,,,0,
890645,,Lynwood Ave,,-19.200413,146.673019,,,0,
890647,,Lionel Turner Dr,,-19.201439,146.673691,,,0,
890648,,Bohlevale State School,,-19.250223,146.686722,,,0,
890651,,Sturt Street,,-19.258108,146.816528,,,0,
890652,,Sturt Street,,-19.258284,146.816742,,,0,
890656,,North Shore,,-19.254124,146.702194,,,0,
890657,,Nexus Dr,,-19.255226,146.703247,,,0,
890658,,Nexus Dr,,-19.256559,146.702438,,,0,
890659,,Hank Street,,-19.249634,146.679489,,,0,
890660,,Woodland Ct,,-19.249388,146.67691,,,0,
890661,,Deeragun,,-19.246368,146.675903,,,0,
890662,,Meranti St,,-19.24897,146.672623,,,0,
890663,,Edinburgh Drv,,-19.24872,146.670029,,,0,
890664,,Domain Central,,-19.276241,146.757523,,,0,
890666,,Trade Training Centre,,-19.260565,146.726913,,,0,
890667,,Trade Training Centre,,-19.260878,146.726913,,,0,
890668,,Jensen Road,,-19.25098,146.649338,,,0,
890669,,Darling Street,,-19.245934,146.649918,,,0,
890670,,Edison / Newton,,-19.325274,146.810242,,,0,
890671,,Edison / Newton,,-19.325104,146.810638,,,0,
890672,,Townsville State High School (First Street),,-19.275236,146.810699,,,0,
890673,,Test stop texas St,,-19.278309,146.632843,,,0,
890674,,Greenwood Ave Overton Cir,,-19.2955,146.733505,,,0,
890675,,Riverway Drv( Loam Island),,-19.352699,146.731979,,,0,
890676,,Walker St Blackwood St,,-19.260323,146.813309,,,0,
890677,,Mill Fulham,,-19.293245,146.747894,,,0,
